	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LINC00885	22.46364674	-1.628408937	0.440401016	-3.697559445	0.000217682	0.00693285
LINC00919	2.346088251	-3.401520852	0.84382897	-4.031054837	5.55271E-05	0.002343285
LINC01020	25.54827084	-4.634571697	0.545258596	-8.499768234	1.8997E-17	1.07508E-14
LINC01257	3.034822409	-2.119448197	0.486303475	-4.358283058	1.31087E-05	0.000716143
LINC01411	26.53402776	2.177867511	0.607765875	3.583398809	0.000339152	0.009784076
LINC01529	13.50920559	1.308378415	0.332549605	3.934385709	8.34097E-05	0.003293267
LINC01555	3.894043397	-1.891509292	0.504572563	-3.748735924	0.000177728	0.005979629
LINC01571	17.26486646	-5.03899598	0.665722001	-7.569219545	3.75473E-14	1.20102E-11
LINC01606	80.21282788	-2.599029555	0.610615512	-4.256409315	2.07736E-05	0.001051593
LINC01665	2.079312736	-3.046586724	0.810823275	-3.757399199	0.000171688	0.00585678
LINC01758	2.940280923	-1.856315836	0.464874367	-3.993155931	6.51997E-05	0.002674762
LINC01762	62.88864571	-2.182146431	0.33388793	-6.53556549	6.33696E-11	1.07587E-08
LINC01874	49.28124331	-2.054871312	0.466879772	-4.401285808	1.07611E-05	0.00060649
LINC01924	2.507727515	-2.806091956	0.714729176	-3.926091239	8.63374E-05	0.00337864
LINC01976	6.795834477	-4.46104873	0.662067826	-6.738053946	1.60522E-11	3.05421E-09
LINC01987	4.65058861	-2.451906506	0.571799714	-4.288051295	1.80247E-05	0.000938265
LINC02121	22.800644	-7.104869148	1.064258354	-6.675887601	2.4574E-11	4.44568E-09
LINC02303	18.57876933	-2.868849033	0.619994	-4.627220637	3.70606E-06	0.000242719
LINC02410	2.089709312	-2.634431025	0.557833405	-4.722612522	2.32834E-06	0.00016059
LINC02499	12.12755313	-2.514500365	0.463825262	-5.421223398	5.91925E-08	6.0298E-06
LINGO2	17.17875712	-1.798996155	0.355990218	-5.053498848	4.33789E-07	3.55917E-05
LMO3	177.5863699	-1.188318078	0.283938103	-4.185130721	2.85002E-05	0.001343391
LMX1B	97.1615503	-2.580985224	0.480518107	-5.371254867	7.81906E-08	7.74676E-06
LOC100128006	4.428791661	-1.103452044	0.264452804	-4.172585903	3.01162E-05	0.001395634
LOC100130691	439.9028021	-1.166676856	0.22019911	-5.298281429	1.16898E-07	1.08863E-05
LOC100506444	62.21113518	-3.036280943	0.583232771	-5.205950517	1.93006E-07	1.72463E-05
LOC101926892	21.16799547	-2.363995472	0.388665659	-6.082336887	1.18443E-09	1.58434E-07
LOC101927318	19.79044407	-4.374260347	0.746954504	-5.85612688	4.73786E-09	5.74557E-07
LOC101928516	4.266493854	-2.855879413	0.622441684	-4.588187916	4.4711E-06	0.000282199
LOC101928596	14.33737197	-3.43235274	0.470620736	-7.293245876	3.02575E-13	8.24461E-11
LOC101928844	9.33074825	-1.501838268	0.385225806	-3.898592059	9.67536E-05	0.003707377
LOC102723373	22.49943841	-1.542715924	0.426328292	-3.618610239	0.000296189	0.008762996
LOC105371267	271.0482598	-2.489769801	0.301135226	-8.267946042	1.36287E-16	6.6844E-14
LOC105374428	14.82388027	-3.172623948	0.547629755	-5.793373933	6.89863E-09	7.9776E-07
LOC105375050	5.830512041	-1.626951479	0.36916588	-4.407101439	1.04763E-05	0.000595056
LOC105378013	2.419994065	-2.45007012	0.652333875	-3.755852969	0.000172752	0.005864321
LOC643201	13.17897535	-1.701089461	0.386009111	-4.406863498	1.04878E-05	0.000595056
LRRC2	257.6370579	-1.473799055	0.315822796	-4.666537919	3.06317E-06	0.000205493
LRRTM3	2.86333962	-1.59293375	0.395567931	-4.026953714	5.65042E-05	0.002375434
LSAMP	167.2101642	-2.003851568	0.391681359	-5.116024859	3.12042E-07	2.6591E-05
LTF	3852.080237	-2.066806364	0.34558663	-5.980573856	2.22353E-09	2.85323E-07
LY86-AS1	12.86736082	-1.239633418	0.316038035	-3.922418443	8.76646E-05	0.003408168
LYPD6B	141.8576515	-1.615619811	0.416977618	-3.874596	0.000106802	0.004040747
MAB21L4	150.8545319	-2.270888945	0.449280862	-5.054497393	4.31526E-07	3.55381E-05
MAFA	9.119180121	-1.343453481	0.360215582	-3.729581802	0.000191798	0.006327608
MAPK4	202.3153947	-3.476491351	0.454769096	-7.644519779	2.09727E-14	7.34742E-12
MCCD1	196.8140937	-2.895746722	0.494608918	-5.854618905	4.78105E-09	5.76626E-07
MFSD4A	3578.240029	-2.517177858	0.309500664	-8.133028937	4.18695E-16	1.8482E-13
MGC32805	2.074701109	-2.05051698	0.487975557	-4.20208953	2.64462E-05	0.001276986
MKX	50.12917329	-1.241778878	0.27281691	-4.551693208	5.32159E-06	0.00032662
MLNR	10.3738652	-1.24204175	0.276291566	-4.49540233	6.94385E-06	0.000405484
MOGAT2	17.44235373	-1.694408721	0.446146102	-3.797878572	0.00014594	0.00513722
MRAP2	66.78734632	-1.610048004	0.30171446	-5.336330259	9.48466E-08	9.1814E-06
MRLN	14.69279209	-2.606403973	0.446378986	-5.838993439	5.25171E-09	6.29949E-07
MRO	516.4158345	-1.171365393	0.230971624	-5.071468828	3.94757E-07	3.27575E-05
MT1G	3534.949604	-1.95456443	0.390156011	-5.009699645	5.4515E-07	4.34369E-05
MT1H	616.7260708	-2.731464748	0.445703974	-6.128428079	8.87515E-10	1.23197E-07
MTNR1A	12.07372753	-1.491650634	0.385540458	-3.868985996	0.000109289	0.004088332
MUC15	688.8068817	-5.297330967	0.63957975	-8.282518278	1.20597E-16	6.19001E-14
MUC6	81.02421517	-1.118186465	0.299942987	-3.727996697	0.000193008	0.006358026
MYH1	6.45573243	-1.553329068	0.401539686	-3.868432243	0.000109537	0.004090692
MYH7	6.633474387	-1.418158685	0.384145422	-3.691723511	0.00022274	0.007060832
MYH8	212.3648849	-1.950852781	0.46233472	-4.219567977	2.44771E-05	0.00120052
MYLK3	101.4396957	-1.857891443	0.283233604	-6.559572792	5.39621E-11	9.23255E-09
MYZAP	83.22414282	-1.538277491	0.261369929	-5.88544175	3.96992E-09	4.92248E-07
NAT8L	585.7299738	-3.73874296	0.388557081	-9.622120261	6.44879E-22	6.39154E-19
NCCRP1	44.31934745	-1.089657006	0.277128199	-3.931960054	8.42561E-05	0.003314823
NCOA7-AS1	3.977196314	-3.32695196	0.565381363	-5.884438672	3.99407E-09	4.92476E-07
NDST3	24.92115488	-1.256740745	0.293847596	-4.276845415	1.8956E-05	0.000968469
NEB	1046.393928	1.18241468	0.298693424	3.958623073	7.53831E-05	0.003030565
NELL1	371.3533159	-5.821128136	0.578248826	-10.06682223	7.74398E-24	9.62935E-21
NEU4	43.974937	-1.524280984	0.287168531	-5.307966642	1.10855E-07	1.03673E-05
NEXMIF	133.6875455	-1.370856602	0.331237325	-4.13859339	3.49442E-05	0.001564407
NHLRC4	174.6902605	-1.331258822	0.244572191	-5.443214198	5.23277E-08	5.42218E-06
NIPAL1	327.2828686	-1.013017244	0.26172678	-3.870514302	0.000108606	0.004083548
NKD1	116.224301	-1.370635929	0.248536112	-5.514836117	3.49105E-08	3.75858E-06
NKD2	595.2260893	1.0774679	0.279096135	3.860561882	0.000113127	0.004168309
NKX6-2	1.030157849	-1.678655257	0.425016941	-3.949619639	7.82755E-05	0.003124083
NMRK2	32.93607585	-3.182387202	0.477452526	-6.665347922	2.64039E-11	4.69968E-09
NMUR2	6.098294435	-2.071973767	0.410895251	-5.042583871	4.59287E-07	3.75442E-05
NOS1	195.0437969	-2.482314142	0.337584474	-7.353164427	1.93569E-13	5.47725E-11
NOTUM	11.13196065	-1.331396395	0.339443235	-3.922294679	8.77096E-05	0.003408168
NPAP1	9.941376747	-1.428928334	0.382309101	-3.737625734	0.000185766	0.006174768
NPHS1	342.0382442	-3.124906171	0.44869995	-6.964355954	3.2991E-12	7.28143E-10
NPHS2	603.5390042	-5.413600148	0.684060197	-7.913923621	2.49401E-15	1.00082E-12
NPSR1-AS1	20.2724562	-1.785562513	0.484415047	-3.686017854	0.00022779	0.007171985
NR1I3	57.57128171	-1.041765378	0.211572748	-4.923910993	8.48314E-07	6.36842E-05
NRK	462.8649202	-4.648433037	0.413916373	-11.23036763	2.89272E-29	9.12076E-26
NRXN1	24.10212377	-1.355433273	0.344618034	-3.93314667	8.3841E-05	0.003304385
NT5C1A	5.94390322	-1.687424171	0.401251965	-4.205397896	2.60623E-05	0.001266206
NTNG1	181.442559	-3.147344496	0.435230252	-7.231446984	4.77875E-13	1.25562E-10
OLFM3	7.576956031	-4.236137432	0.633879952	-6.68287018	2.34307E-11	4.30949E-09
OLFM4	82.81333163	-3.356443324	0.441676226	-7.599329847	2.97668E-14	9.95429E-12
ORM1	30.90175639	-1.790689967	0.47497872	-3.770042514	0.00016322	0.005611251
OVCH2	89.73073279	-2.359026745	0.431402846	-5.46826885	4.54452E-08	4.79915E-06
OXGR1	105.5299773	-2.483012283	0.417618938	-5.945641009	2.75377E-09	3.47306E-07
P2RX2	2.988378843	-1.801969974	0.433421145	-4.157549755	3.21679E-05	0.001460861
PACRG	267.1181116	-1.840648902	0.297364649	-6.18987128	6.02134E-10	8.57399E-08
PAH	3383.526427	-1.443784317	0.399966093	-3.609766789	0.000306472	0.009030912
PAK5	11.13361384	-2.439839127	0.556032042	-4.387946991	1.14426E-05	0.000638439
PAPPA	705.8599958	-1.407106096	0.266476548	-5.280412504	1.28893E-07	1.1903E-05
PAPPA2	911.5703745	-1.750274314	0.398264865	-4.394749492	1.10901E-05	0.000622821
PCARE	14.40199352	-4.317307136	0.640326282	-6.742355039	1.5584E-11	2.9909E-09
PCDH15	12.69492101	-2.256225925	0.519453315	-4.343462368	1.40255E-05	0.00075686
PHF21B	21.74049683	-1.259570043	0.33564698	-3.752663125	0.000174966	0.00591374
PIK3C2G	193.0923742	-2.640616096	0.554471636	-4.762400683	1.91303E-06	0.000134896
PITX1	65.24724454	-2.313415974	0.43303158	-5.342372426	9.17379E-08	8.95906E-06
PKHD1L1	29.77042706	-1.182655229	0.294581428	-4.014697178	5.95222E-05	0.002469387
PKP1	684.1806231	1.226485656	0.328082362	3.738346826	0.000185234	0.006166374
PLA2G4F	616.9305303	-2.370839162	0.568378359	-4.171234046	3.02954E-05	0.001398851
PLA2R1	1428.791744	-1.378649898	0.237980702	-5.793116354	6.90922E-09	7.9776E-07
PLAC4	47.46046965	-1.715655583	0.334315539	-5.13184517	2.86915E-07	2.49311E-05
PLCZ1	4.668317713	-1.403747609	0.357642242	-3.925005061	8.67279E-05	0.003387915
PLD5	30.73394373	-1.199602436	0.293379255	-4.08891363	4.33398E-05	0.001890421
PLEKHD1	64.1899929	-1.504857143	0.305864141	-4.920018215	8.65362E-07	6.47437E-05
PLG	2455.048517	-1.785632471	0.476468813	-3.747637665	0.000178508	0.005996723
PLP1	26.55504412	-1.436089844	0.312035553	-4.602327613	4.17795E-06	0.00026728
PLPP4	116.3922967	-1.466080346	0.324630384	-4.516152583	6.29733E-06	0.00037673
PLPPR1	308.5873715	-2.693125659	0.476741473	-5.649027437	1.61358E-08	1.79865E-06
PLXNA4	221.8549411	-1.206122766	0.262385808	-4.596753055	4.29126E-06	0.000272162
PM20D1	76.45175226	-1.266512014	0.296072854	-4.277703937	1.88831E-05	0.0009679
POU3F4	22.38880885	-4.04370216	0.780150499	-5.183233448	2.18072E-07	1.91755E-05
PRDM16-DT	667.8285165	-2.200784184	0.43879975	-5.015463624	5.29057E-07	4.23073E-05
PROC	288.595231	-1.182737197	0.308181939	-3.837788812	0.000124147	0.004484537
PROX1	560.8800804	-2.447928454	0.332622319	-7.359483459	1.84623E-13	5.3616E-11
PROZ	45.17224073	-2.121325605	0.363694243	-5.832717023	5.4532E-09	6.50582E-07
PRR15	304.5797094	-1.744954125	0.305041025	-5.720391636	1.06279E-08	1.20291E-06
PRR35	98.94501679	-5.140425294	0.730284211	-7.038938012	1.93711E-12	4.40761E-10
PSAT1	1815.626837	-1.262420592	0.301199825	-4.191305862	2.77353E-05	0.001316445
PSCA	27.74096763	-1.78031723	0.333544813	-5.337565335	9.4203E-08	9.15927E-06
PSG5	12.1359486	-2.628695649	0.531908825	-4.942004204	7.73235E-07	5.86918E-05
PTCHD1	18.86742992	-1.337374005	0.321054438	-4.16556773	3.10579E-05	0.001422154
PTGDS	1675.656218	-1.29583532	0.286617775	-4.52112685	6.15113E-06	0.000369923
PTGER1	97.38142986	-3.141286558	0.441601903	-7.113389995	1.13227E-12	2.71633E-10
PTH1R	2506.122256	-1.205160015	0.287413975	-4.193115577	2.75149E-05	0.00131117
PTPRO	1172.115819	-1.235703231	0.253979655	-4.865363064	1.14247E-06	8.32192E-05
PTPRQ	21.85234546	-2.377682949	0.436109515	-5.452031814	4.97975E-08	5.20892E-06
PURPL	49.32263623	-1.250214174	0.334382801	-3.73887105	0.000184849	0.006162827
PVALB	501.0703617	-3.093789662	0.49714254	-6.223144096	4.87289E-10	7.26687E-08
RALYL	133.3377356	-4.488870154	0.63469802	-7.07245022	1.52222E-12	3.57413E-10
RAMP1	277.1317833	-1.271416479	0.280705881	-4.52935462	5.91641E-06	0.000356779
RANBP3L	537.2098682	-2.840026538	0.384583549	-7.384680246	1.5282E-13	4.55797E-11
RASD1	3392.093409	-1.26306104	0.237491552	-5.318340928	1.04718E-07	9.96218E-06
RASL11B	367.626	-1.835686814	0.342623523	-5.357737256	8.42707E-08	8.30329E-06
RBP2	15.99697339	-1.903247979	0.316046119	-6.022057739	1.72213E-09	2.26245E-07
RDH12	143.4218025	-1.179804165	0.266403793	-4.42863126	9.4833E-06	0.000543652
RDH8	9.955597812	-2.828577301	0.577304322	-4.899629527	9.60175E-07	7.08764E-05
RHBG	265.4912134	-3.230794992	0.509321185	-6.343335179	2.24844E-10	3.54466E-08
RHCG	2350.578644	-3.953476576	0.521018873	-7.58797192	3.24951E-14	1.05471E-11
RIMBP2	73.10781632	-1.614548914	0.29780956	-5.421413983	5.91294E-08	6.0298E-06
RIPPLY1	24.85317883	-1.276972499	0.264558023	-4.8268145	1.38734E-06	0.000100065
RMST	58.46907077	-1.116247811	0.305974808	-3.64816901	0.000264116	0.008046709
RN7SL2	4372.048335	-1.409508511	0.322576001	-4.369539295	1.24509E-05	0.000685296
RN7SL3	21.6762778	-1.3122559	0.338998146	-3.870982524	0.000108398	0.004082667
RNF212B	42.61863993	-2.06950695	0.316900964	-6.530453308	6.55709E-11	1.10474E-08
RNF223	9.332401038	-1.713016265	0.407701973	-4.201638401	2.6499E-05	0.001276986
ROS1	28.39821561	-2.251413791	0.498883504	-4.512904861	6.39457E-06	0.000380417
RPRM	19.29828096	-2.760227071	0.438420574	-6.29584293	3.05734E-10	4.71878E-08
RSPO1	7.465808819	-1.585686748	0.436911582	-3.62930811	0.000284182	0.008453071
S100A2	757.7720322	-1.691689171	0.288621012	-5.861282102	4.59307E-09	5.63187E-07
SALL3	43.53644302	-4.26036901	0.598090864	-7.123280535	1.05388E-12	2.57962E-10
SBSN	12.82345967	1.782721543	0.48983544	3.639429482	0.000273243	0.008182823
SCARNA5	45.08905106	-1.680059523	0.42151019	-3.985809984	6.72503E-05	0.002738358
SCEL	21.3072923	-1.911222729	0.37778277	-5.059052132	4.21346E-07	3.48297E-05
SCHLAP1	2.619521201	-2.131576002	0.589200073	-3.617745653	0.00029718	0.008780542
SCN7A	56.01929925	-2.554155679	0.41188668	-6.20111259	5.60654E-10	8.08771E-08
SCNN1B	1116.1658	-1.917323131	0.40653896	-4.716210055	2.40278E-06	0.000165208
SCNN1G	2009.344875	-3.379087861	0.506923534	-6.665872925	2.63097E-11	4.69968E-09
SCUBE3	373.9336141	-1.009572122	0.198373045	-5.089260595	3.59462E-07	3.02813E-05
SERPINA5	3311.883694	-2.957509451	0.400754482	-7.379853706	1.58464E-13	4.66327E-11
SERPINC1	24.88938862	-1.010036386	0.280380378	-3.602378997	0.000315318	0.009266828
SERPIND1	20.20532403	-1.201203155	0.283284708	-4.240268254	2.23253E-05	0.001114799
SEZ6L	33.49853751	-1.389443952	0.299853508	-4.633742532	3.59114E-06	0.000236597
SFRP1	4054.34063	-3.259603153	0.396853974	-8.213608442	2.14639E-16	1.00793E-13
SFTA2	21.942797	-1.906064155	0.381452468	-4.996858889	5.82717E-07	4.60973E-05
SGCZ	4.717130771	-3.291041757	0.707607635	-4.65094156	3.30423E-06	0.000219662
SHISA3	1079.088311	-1.368604774	0.290562546	-4.71018991	2.47486E-06	0.000168622
SHISAL1	211.2070119	1.062160809	0.290944301	3.650735917	0.00026149	0.007982498
SHOC1	91.50921246	-1.17549344	0.306037826	-3.841007023	0.000122531	0.004440678
SIAH3	35.80996099	-2.068192304	0.355293093	-5.821087849	5.84658E-09	6.93763E-07
SIM2	373.3933124	-2.364959002	0.294991883	-8.017030761	1.08332E-15	4.59807E-13
SLC12A1	21038.35908	-6.923868102	0.541794445	-12.77951106	2.13407E-37	4.7101E-33
SLC12A3	2571.48581	-5.469431502	0.473937834	-11.54039857	8.25419E-31	4.55445E-27
SLC13A1	2067.807989	-1.489489129	0.351673518	-4.235431596	2.28113E-05	0.001128853
SLC13A2	229.7048709	-4.688543197	0.468152186	-10.01499797	1.30965E-23	1.52133E-20
SLC13A3	2216.571734	-2.448199314	0.40421593	-6.056662131	1.38975E-09	1.84778E-07
SLC14A1	1101.877105	-1.092059436	0.25530365	-4.277492452	1.8901E-05	0.0009679
SLC14A2	115.3079891	-2.72097621	0.393489089	-6.914997868	4.6787E-12	1.00256E-09
SLC1A7	161.9823687	1.168844707	0.309572541	3.775673076	0.000159576	0.005511746
SLC22A13	128.2664947	-2.268680424	0.363748214	-6.236952753	4.46177E-10	6.69902E-08
SLC22A7	439.1011272	-2.034882136	0.387040948	-5.257537086	1.45997E-07	1.33153E-05
SLC22A8	1080.443808	-4.29883319	0.48926273	-8.786349184	1.54499E-18	1.13665E-15
SLC24A2	26.34584584	-1.879385537	0.447864513	-4.196326077	2.7128E-05	0.001298422
SLC26A4	172.4103552	-1.430293315	0.254195328	-5.626749033	1.83638E-08	2.02653E-06
SLC28A2	37.57545731	-1.274002447	0.270516306	-4.70952182	2.48299E-06	0.000168622
SLC30A2	363.1909993	-1.677877655	0.356637424	-4.704715608	2.5422E-06	0.000172113
SLC30A8	51.73909479	-2.918225367	0.417967846	-6.981937468	2.91137E-12	6.55681E-10
SLC34A1	1136.080756	-3.108754531	0.432952443	-7.1803603	6.95279E-13	1.76385E-10
SLC34A3	207.1021958	-1.845147373	0.340052601	-5.426064573	5.76101E-08	5.94165E-06
SLC36A2	350.4402367	-4.847974867	0.45445399	-10.66769127	1.44164E-26	2.89258E-23
SLC38A3	79.8387413	-1.564022354	0.377400288	-4.144200218	3.41002E-05	0.001532841
SLC47A2	504.0038899	-1.699740096	0.331613729	-5.125662628	2.96493E-07	2.54626E-05
SLC4A11	382.0023747	-2.259776566	0.294869201	-7.663657511	1.80711E-14	6.43303E-12
SLC4A9	276.8737752	-2.114865182	0.449817522	-4.70160694	2.58122E-06	0.000174221
SLC5A11	70.20482061	-1.142465816	0.310436063	-3.680196837	0.000233054	0.007285743
SLC5A2	243.092774	-2.960013954	0.370533168	-7.9885263	1.36561E-15	5.68688E-13
SLC5A7	11.95030764	-2.197355288	0.413957464	-5.308166848	1.10733E-07	1.03673E-05
SLC6A15	13.07270771	-1.803550644	0.435419486	-4.142099065	3.44142E-05	0.001543811
SLC6A17	136.4904835	-1.658997616	0.272093949	-6.097149994	1.07976E-09	1.45314E-07
SLC6A2	11.62770175	-3.069310919	0.531238692	-5.777649414	7.57514E-09	8.66275E-07
SLC7A13	44.0867277	-3.875833505	0.580405577	-6.677801967	2.42552E-11	4.42428E-09
SLC7A4	13.96834892	-1.302018174	0.321441741	-4.050557249	5.10958E-05	0.002189778
SLC7A8	3825.176616	-2.032437141	0.284962064	-7.132307753	9.86999E-13	2.44765E-10
SLC9A4	422.1060631	-4.413487075	0.592915006	-7.443709516	9.78966E-14	3.04321E-11
SLCO1A2	74.19976151	-3.631852226	0.423273723	-8.58038671	9.45547E-18	5.79699E-15
SLITRK6	30.86230753	1.678374002	0.384240427	4.368030758	1.25372E-05	0.000688329
SMCO3	83.97502261	-1.225603077	0.249264249	-4.916882711	8.79332E-07	6.55667E-05
SMIM18	4.44579033	-1.290010899	0.337956108	-3.817095971	0.000135032	0.004799169
SMOC1	266.5030421	-1.456406279	0.332782311	-4.376453412	1.20626E-05	0.000665584
SNHG28	4.184651159	-1.702433032	0.462176901	-3.683509561	0.000230045	0.007212096
SNORA2B	1.950160977	-1.89070048	0.51242904	-3.689682536	0.000224534	0.007099845
SNORA53	41.37087982	-2.37938606	0.380707952	-6.249898509	4.10719E-10	6.2089E-08
SNORA54	11.51515609	-2.819015416	0.52689462	-5.350245204	8.78351E-08	8.61604E-06
SNORD17	87.88669894	-1.339895968	0.328518934	-4.078595878	4.53085E-05	0.001964645
SOST	84.93737748	-4.648606092	0.533625831	-8.711358831	3.00254E-18	2.07091E-15
SP7	2.979852706	1.407408505	0.323858459	4.345751873	1.38799E-05	0.000754542
SPINK13	398.476804	1.247616186	0.331588202	3.76254697	0.000168192	0.005763664
SPSB4	37.01473382	-1.898257767	0.298793219	-6.353081808	2.11043E-10	3.35104E-08
SPTBN2	3039.769233	-1.663441627	0.382906333	-4.344252058	1.39751E-05	0.000756438
SSTR5-AS1	34.15261447	-1.941240303	0.431320841	-4.500687461	6.7734E-06	0.000400793
ST6GALNAC5	25.39044985	-1.306958459	0.298131102	-4.383838019	1.16606E-05	0.000645018
ST8SIA5	147.3090196	-1.463020413	0.302701794	-4.833206953	1.34351E-06	9.72217E-05
STAP1	230.1326271	-1.569839825	0.344707819	-4.554117256	5.2606E-06	0.000325229
STEAP3-AS1	22.07528443	1.044757769	0.246505677	4.238270626	2.25248E-05	0.001120979
STRA6	209.1973013	-2.405467792	0.350062226	-6.871543439	6.35109E-12	1.31005E-09
SYBU	1480.368845	1.002374079	0.234944093	4.266436609	1.9862E-05	0.001012411
SYNGR3	78.46905582	-1.36783615	0.266689111	-5.128953879	2.91357E-07	2.51193E-05
SYT1	90.32725407	-1.10728475	0.258799859	-4.27853691	1.88126E-05	0.0009679
SYT14	27.68313451	-1.805699705	0.475637501	-3.796377916	0.000146826	0.005151969
TACR3	8.990185673	-3.181292365	0.554563992	-5.736564959	9.6616E-09	1.09918E-06
TACSTD2	4627.045531	-2.113728871	0.329819382	-6.408746687	1.46721E-10	2.39872E-08
TAFA4	2.713356274	-1.639481792	0.430691492	-3.806626837	0.000140875	0.004982778
TAGLN3	56.87429249	-3.211379383	0.388715678	-8.261512366	1.43838E-16	6.90142E-14
TARID	31.35360372	-1.100031748	0.256375513	-4.290705202	1.78107E-05	0.000929312
TBL1Y	30.99840386	-1.439030341	0.311573068	-4.61859669	3.86344E-06	0.000252278
TCEAL2	136.1925567	-3.073101968	0.425871453	-7.216031847	5.35265E-13	1.3737E-10
TCF21	532.4055927	-1.280147919	0.277783741	-4.608433579	4.05714E-06	0.000260306
TCF24	10.42578232	-3.090119284	0.497233462	-6.214624562	5.14475E-10	7.56999E-08
TDGF1	306.4457299	-4.690252894	0.4357346	-10.76401298	5.09041E-27	1.1235E-23
TDGF1P3	7.445948245	-4.3707024	0.689633328	-6.337719222	2.33191E-10	3.65019E-08
TFAP2B	320.8176395	-3.8243114	0.517600301	-7.388541683	1.48448E-13	4.48821E-11
TGM7	2.70095787	-2.100112306	0.578619508	-3.629522122	0.000283946	0.008453071
TMEM207	71.23648618	-6.149716822	0.913784739	-6.729940389	1.69733E-11	3.20185E-09
TMEM238L	47.51996931	-3.609267957	0.441709507	-8.171134867	3.05502E-16	1.37607E-13
TMEM35A	48.78675983	-1.057166358	0.286644339	-3.688076877	0.000225955	0.007134566
TMEM38A	562.4202741	-1.032085925	0.225757049	-4.571666442	4.83861E-06	0.000302529
TMEM52B	2022.388447	-4.182723302	0.387514625	-10.79371727	3.68573E-27	9.03864E-24
TMEM72	2551.357763	-1.240539831	0.297162127	-4.17462294	2.9848E-05	0.00139174
TMPRSS4	298.3591515	-1.886945441	0.405517604	-4.653177618	3.26858E-06	0.000218609
TNFAIP8L3	232.4025779	-1.146479205	0.228456706	-5.018365296	5.2113E-07	4.1825E-05
TNMD	63.05832521	-1.488014132	0.314934584	-4.72483559	2.30302E-06	0.000159842
TNNC1	84.52369645	-2.264290053	0.309915571	-7.306151302	2.74903E-13	7.67835E-11
TNNI1	154.2619146	-1.33678802	0.361340066	-3.699528912	0.000216	0.006909184
TNNI2	43.03711732	1.060367939	0.200912671	5.277755436	1.30776E-07	1.20265E-05
TNNT2	111.0318638	-3.083655304	0.386784508	-7.972540875	1.55445E-15	6.35337E-13
TNS4	92.63730798	-1.70513546	0.285617429	-5.969997935	2.37257E-09	3.02687E-07
TRIM63	25.79120204	-1.113522062	0.276466953	-4.027685951	5.63285E-05	0.00237257
TRPM6	143.09079	-1.123985187	0.251791723	-4.463948116	8.04631E-06	0.000464895
TRPV5	23.12867426	-3.19550263	0.415092583	-7.698288918	1.379E-14	4.9895E-12
TRPV6	136.9448566	-3.075680384	0.354202369	-8.683398684	3.84115E-18	2.49347E-15
TTPA	14.31811733	-2.507167323	0.388692447	-6.45025995	1.11658E-10	1.83911E-08
TYRP1	143.6317673	-3.079576267	0.499025908	-6.171175117	6.77843E-10	9.52909E-08
UCA1	12.44353528	-1.677367786	0.412975315	-4.061665972	4.87238E-05	0.002096261
UGT2A1	18.27009413	-2.419890514	0.626530231	-3.862368321	0.000112293	0.004159201
UGT3A2	43.33975897	-1.490939269	0.330137597	-4.516114739	6.29845E-06	0.00037673
UMOD	57776.02182	-7.91732498	0.687549991	-11.51527173	1.10511E-30	4.87816E-27
UNC13C	60.58498669	-2.061884802	0.35456411	-5.815266536	6.05373E-09	7.1371E-07
UNC5D	287.9177142	-1.457815408	0.375149782	-3.88595563	0.000101928	0.003878717
UNCX	7.671866733	-4.882941856	0.776288756	-6.290110241	3.17241E-10	4.86237E-08
UPP2	201.8596331	-2.048138287	0.309270441	-6.622483153	3.53214E-11	6.09046E-09
USP44	48.44416002	-1.199896119	0.233806657	-5.132001517	2.86677E-07	2.49311E-05
VAT1L	328.6546482	-1.921543748	0.311777098	-6.163197233	7.12906E-10	9.95858E-08
VGLL1	26.36485958	-3.366369257	0.708181047	-4.753543277	1.99882E-06	0.000140497
VSTM2A	5.305454194	-2.613630682	0.543357748	-4.810147076	1.50819E-06	0.000107726
VTCN1	581.4981747	-3.881234404	0.401675686	-9.662607274	4.34658E-22	4.60918E-19
VTN	110.7611446	-1.498673369	0.277860852	-5.393611071	6.90556E-08	6.8965E-06
VWA2	46.80733437	-1.48568151	0.300351034	-4.94648376	7.5566E-07	5.79103E-05
VWA5B1	56.83084857	-1.695949903	0.400754049	-4.231897115	2.31728E-05	0.001144178
VWC2	26.54440167	-1.576558375	0.392492972	-4.016781156	5.89985E-05	0.002456896
VWDE	59.92264969	-1.176497433	0.327078995	-3.596982534	0.00032193	0.009411111
WDR49	8.848947372	-1.439349603	0.288713557	-4.98538974	6.1837E-07	4.84761E-05
WFDC12	7.167111866	-1.73992016	0.483675295	-3.597289709	0.00032155	0.009411111
WFDC3	57.7768003	1.075099323	0.217811993	4.935905082	7.97799E-07	6.03021E-05
WNK4	1033.879728	-1.231781626	0.292884262	-4.20569415	2.60282E-05	0.001266206
WNT7A	23.31900583	-1.554158494	0.373212858	-4.16426835	3.12353E-05	0.001427315
WNT7B	91.28543325	-2.510172323	0.377225159	-6.654307809	2.84636E-11	5.02577E-09
WNT8B	15.83760826	-2.060040215	0.331922022	-6.206398128	5.42127E-10	7.8719E-08
WNT9B	76.53749911	-2.010239527	0.291744523	-6.890410502	5.56316E-12	1.15834E-09
